country,iso3,year,population,life_expectancy,inflation_rate,NY.GDP.PCAP.CD
Denmark,DNK,1974,5045297,73.8082926829268,15.2752062218395,6763.86592918646
Denmark,DNK,1975,5059862,74.0751219512195,9.6056120753867,7988.15613263518
Denmark,DNK,1976,5072596,73.739756097561,9.01029083562224,8773.3396162771
Denmark,DNK,1977,5088419,74.6324390243903,10.9222378100329,9769.57864283968
Denmark,DNK,1978,5104248,74.3929268292683,10.2136545710404,11817.6250875179
Denmark,DNK,1979,5116801,74.2192682926829,9.61105037907118,13757.2343740839
Denmark,DNK,1980,5123027,74.1017073170732,12.3053240760182,13822.1578405912
Denmark,DNK,1981,5121572,74.2304878048781,11.7673874344181,12000.2103769191
Denmark,DNK,1982,5117810,74.5512195121951,10.1208256779822,11740.2199128271
Denmark,DNK,1983,5114297,74.4204878048781,6.90822881158844,11796.5691955784
Denmark,DNK,1984,5111619,74.5621951219512,6.29077936023769,11516.6821578436
Denmark,DNK,1985,5113691,74.4275609756098,4.67875145183254,12212.7873997293
Denmark,DNK,1986,5120534,74.579756097561,3.67818411863452,17136.6297376226
Denmark,DNK,1987,5127024,74.6912195121951,4.01999345683161,21295.6768566078
Denmark,DNK,1988,5129516,74.7717073170732,4.53513301015726,22524.5792595476
Denmark,DNK,1989,5132594,74.799756097561,4.77272342435518,21882.1517463842
Denmark,DNK,1990,5140939,74.8053658536585,2.64160306382001,26885.6994188191
Denmark,DNK,1991,5154298,75.1578048780488,2.39515331724416,27002.8057705804
